"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated","tbardot"
"ppir","Bad Tipper",16,173.43838834823,24.995790139729,0,1.254,30.950574244293,0,1.725,32.8370044700247,0,1.87133333333333,40.0756304141344,0,2.42966666666667,0.0276728933046159,1,0.64221875695516
"ppir","Belief-Act Inconsistency",13,83.8529058641993,21.0260698174834,7.55950857467269e-13,1.445,26.0163416106582,2.64009036854418e-10,1.944,27.5901180039046,9.76637992700091e-10,2.09933333333333,33.6053872644467,5.3888581152961e-08,2.68466666666667,0.0295473812814077,1,0.360048549060051
"ppir","Bigot-Misanthrope",12,50.8647417806298,19.6751375726828,4.37330832103733e-07,1.527,24.3380015418782,1.57203998407685e-05,2.039,25.80587591305,3.56716532389223e-05,2.19733333333333,31.4073727810311,0.000427829090338672,2.79566666666667,0.0348946750885796,1,1.21317467515595
"ppir","Burn in Hell",15,37.3222774701189,23.6847913048409,0.00065922412827002,1.31,29.3206919187393,0.00682664937965971,1.789,31.1036540854543,0.0116962605479429,1.93833333333333,37.93716128398,0.0561384200393537,2.50466666666667,0.0296842056741356,1,0.288280940718201
"ppir","Cold-Hearted Prosociality",12,53.0068527035473,19.6751375726828,1.79010259060419e-07,1.527,24.3380015418782,7.5323993594667e-06,2.039,25.80587591305,1.76890666024887e-05,2.19733333333333,31.4073727810311,0.000236337936530218,2.79566666666667,0.0428014202710846,1,2.01470997571385
"ppir","Higher Standards - Charity",11,92.4551255602608,18.3070380532754,1.77635683940025e-15,1.624,22.6388614840102,9.94426763156753e-13,2.149,23.9998036625563,3.99924537930474e-12,2.31233333333333,29.1838687356398,2.90471535713266e-10,2.92366666666667,0.0318430423900252,0,0.881954985161369
"ppir","Higher Standards - Company",11,96.1706315309068,18.3070380532754,3.33066907387547e-16,1.624,22.6388614840102,2.25930385511219e-13,2.149,23.9998036625563,9.50239886776671e-13,2.31233333333333,29.1838687356398,7.93350940497817e-11,2.92366666666667,0.0322259882569961,1,1.00860053122886
"ppir","Intuitive Economics",15,47.3841323408541,23.6847913048409,1.66159332649629e-05,1.31,29.3206919187393,0.000389425221764994,1.789,31.1036540854543,0.000805182893850676,1.93833333333333,37.93716128398,0.00698733941483298,2.50466666666667,0.0312415513367957,1,0.509780404365369
"ppir","Moral Cliff",15,9.1310267888298,23.6847913048409,0.822566468718287,1.31,29.3206919187393,0.926155549609333,1.789,31.1036540854543,0.945622108427143,1.93833333333333,37.93716128398,0.984883578532167,2.50466666666667,0.0272616850555765,1,0.713006234259124
"ppir","Moral Inversion",14,61.222902621248,22.3620324948273,3.17186149567661e-08,1.373,27.6765286821515,2.25717955293359e-06,1.861,29.3553007229033,5.97274436553441e-06,2.01333333333333,35.7811209987026,0.000113999841333645,2.58866666666667,0.0312200804826534,1,0.526357791340611
"ppir","Presumption of Guilt",17,25.3380793755918,26.2962276048646,0.064082895441655,1.204,32.5676238373899,0.205543471709656,1.667,34.5568700425596,0.265634436364512,1.81233333333333,42.1982948877082,0.522121668994545,2.36266666666667,0.0262095976374165,0,0.18160335591699
