"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","t1","t2","v1","v2","replicated"
"ppir","Bad Tipper",2,4.34689252754094e-05,3.84145882069418,0.994739507975148,7.849,4.75884383138652,0.99535762367376,9.139,5.04323657468101,0.995547078883572,9.53133333333333,6.08289572202274,0.996230674549945,10.9426666666667,0.640662129188497,0.64221875695516,0.054622061632738,0.00112097752901697,1
"ppir","Belief-Act Inconsistency",2,0.00565947302382099,3.84145882069418,0.940032137817006,7.849,4.75884383138652,0.947066076420837,9.139,5.04323657468101,0.949222350869497,9.53133333333333,6.08289572202274,0.957004144292275,10.9426666666667,0.373816200301683,0.360048549060051,0.0323005498079682,0.00119165342604066,1
"ppir","Bigot-Misanthrope",2,4.01450759271159,3.84145882069418,0.0451103941859189,7.849,4.75884383138652,0.0724855899659281,9.139,5.04323657468101,0.0818208292908716,9.53133333333333,6.08289572202274,0.119989041279692,10.9426666666667,0.904862174894915,1.21317467515595,0.0222222222222222,0.0014560485549431,1
"ppir","Burn in Hell",2,0.0107218963515993,3.84145882069418,0.917529174520837,7.849,4.75884383138652,0.927187279808672,9.139,5.04323657468101,0.930148422279446,9.53133333333333,6.08289572202274,0.94083674811658,10.9426666666667,0.271147496692603,0.288280940718201,0.0262127304057229,0.00116627929105768,1
"ppir","Cold-Hearted Prosociality",2,0.740909896745829,3.84145882069418,0.389369561574714,7.849,4.75884383138652,0.445933552146042,9.139,5.04323657468101,0.463632123287797,9.53133333333333,6.08289572202274,0.529092763843161,10.9426666666667,2.26403123574644,2.01470997571385,0.0820364839777222,0.00186182940324315,1
"ppir","Higher Standards - Charity",2,0.0249361867096333,3.84145882069418,0.874526174598098,7.849,4.75884383138652,0.889155034491788,9.139,5.04323657468101,0.893641988445491,9.53133333333333,6.08289572202274,0.909845595307267,10.9426666666667,0.920766661246409,0.881954985161369,0.058994891463797,0.00141314999300278,0
"ppir","Higher Standards - Company",2,9.47410168788738,3.84145882069418,0.0020839290578375,7.849,4.75884383138652,0.00514177340641631,9.139,5.04323657468101,0.00632664971100316,9.53133333333333,6.08289572202274,0.011913162602698,10.9426666666667,0.344463340209902,1.00860053122886,0.0451036388486031,0.00145256489770737,1
"ppir","Intuitive Economics",2,5.10792641144509,3.84145882069418,0.0238167693373132,7.849,4.75884383138652,0.0420872109601296,9.139,5.04323657468101,0.0484884351986004,9.53133333333333,6.08289572202274,0.0754761815444858,10.9426666666667,0.847075820368799,0.509780404365369,0.0210604350243459,0.00121243825002467,1
"ppir","Moral Cliff",2,0.000273107405836319,3.84145882069418,0.986814790576104,7.849,4.75884383138652,0.988363961117342,9.139,5.04323657468101,0.988838791846859,9.53133333333333,6.08289572202274,0.990552097928721,10.9426666666667,0.709664760638812,0.713006234259124,0.0397398265631407,0.00114315836013186,1
"ppir","Moral Inversion",2,1.05098001026105,3.84145882069418,0.305281489640743,7.849,4.75884383138652,0.363339366773754,9.139,5.04323657468101,0.381660465730927,9.53133333333333,6.08289572202274,0.450112098344297,10.9426666666667,0.808709194163244,0.526357791340611,0.0746035393165876,0.00125167571847929,1
"ppir","Presumption of Guilt",2,0.44693796435007,3.84145882069418,0.503792664468196,7.849,4.75884383138652,0.554377201984526,9.139,5.04323657468101,0.570076633182517,9.53133333333333,6.08289572202274,0.627581611501438,10.9426666666667,0.0296722341341666,0.18160335591699,0.0506465980554466,0.00100053780546479,0
